race_id,race_date,horse_number,win_hit,win_payout_yen,win_popularity,place_hit,place_payout_yen,place_popularity
202506010202,2025-01-06,1,0,0,,0,0,
202506010202,2025-01-06,2,0,0,,0,0,
202506010202,2025-01-06,3,0,0,,1,140,3.0
202506010202,2025-01-06,4,0,0,,0,0,
202506010202,2025-01-06,5,0,0,,0,0,
202506010202,2025-01-06,6,0,0,,0,0,
202506010202,2025-01-06,7,0,0,,1,140,4.0
202506010202,2025-01-06,8,0,0,,0,0,
202506010202,2025-01-06,9,0,0,,0,0,
202506010202,2025-01-06,10,0,0,,0,0,
202506010202,2025-01-06,11,0,0,,0,0,
202506010202,2025-01-06,12,0,0,,0,0,
202506010202,2025-01-06,13,0,0,,0,0,
202506010202,2025-01-06,14,0,0,,0,0,
202506010202,2025-01-06,15,0,0,,0,0,
202506010202,2025-01-06,16,1,230,1.0,1,120,1.0
202506010203,2025-01-06,1,0,0,,0,0,
202506010203,2025-01-06,2,0,0,,0,0,
202506010203,2025-01-06,3,0,0,,1,120,2.0
202506010203,2025-01-06,4,0,0,,0,0,
202506010203,2025-01-06,5,0,0,,0,0,
202506010203,2025-01-06,6,0,0,,0,0,
202506010203,2025-01-06,7,0,0,,0,0,
202506010203,2025-01-06,8,0,0,,0,0,
202506010203,2025-01-06,9,0,0,,0,0,
202506010203,2025-01-06,10,0,0,,0,0,
202506010203,2025-01-06,11,0,0,,0,0,
202506010203,2025-01-06,12,0,0,,0,0,
202506010203,2025-01-06,13,0,0,,0,0,
202506010203,2025-01-06,14,0,0,,0,0,
202506010203,2025-01-06,15,0,0,,1,110,1.0
202506010203,2025-01-06,16,1,950,3.0,1,180,3.0
202506010204,2025-01-06,1,0,0,,1,190,1.0
202506010204,2025-01-06,2,0,0,,0,0,
202506010204,2025-01-06,3,0,0,,0,0,
202506010204,2025-01-06,4,0,0,,0,0,
202506010204,2025-01-06,5,0,0,,0,0,
202506010204,2025-01-06,6,0,0,,0,0,
202506010204,2025-01-06,7,0,0,,0,0,
202506010204,2025-01-06,8,0,0,,0,0,
202506010204,2025-01-06,9,0,0,,0,0,
202506010204,2025-01-06,10,0,0,,0,0,
202506010204,2025-01-06,11,0,0,,0,0,
202506010204,2025-01-06,12,0,0,,0,0,
202506010204,2025-01-06,13,0,0,,0,0,
202506010204,2025-01-06,14,1,21190,15.0,1,3200,14.0
202506010204,2025-01-06,15,0,0,,1,240,3.0
202506010204,2025-01-06,16,0,0,,0,0,
202506010205,2025-01-06,1,0,0,,0,0,
202506010205,2025-01-06,2,0,0,,0,0,
202506010205,2025-01-06,3,0,0,,0,0,
202506010205,2025-01-06,4,0,0,,0,0,
202506010205,2025-01-06,5,0,0,,0,0,
202506010205,2025-01-06,6,0,0,,0,0,
202506010205,2025-01-06,7,0,0,,0,0,
202506010205,2025-01-06,8,0,0,,0,0,
202506010205,2025-01-06,9,1,530,2.0,1,170,2.0
202506010205,2025-01-06,10,0,0,,1,130,1.0
202506010205,2025-01-06,11,0,0,,0,0,
202506010205,2025-01-06,12,0,0,,0,0,
202506010205,2025-01-06,13,0,0,,0,0,
202506010205,2025-01-06,14,0,0,,1,300,6.0
202506010205,2025-01-06,15,0,0,,0,0,
202506010205,2025-01-06,16,0,0,,0,0,
202506010206,2025-01-06,1,0,0,,0,0,
202506010206,2025-01-06,2,0,0,,0,0,
202506010206,2025-01-06,3,0,0,,1,460,7.0
202506010206,2025-01-06,4,0,0,,0,0,
202506010206,2025-01-06,5,0,0,,0,0,
202506010206,2025-01-06,6,0,0,,0,0,
202506010206,2025-01-06,7,0,0,,0,0,
202506010206,2025-01-06,8,0,0,,0,0,
202506010206,2025-01-06,9,0,0,,0,0,
202506010206,2025-01-06,10,0,0,,1,300,4.0
202506010206,2025-01-06,11,0,0,,0,0,
202506010206,2025-01-06,12,0,0,,0,0,
202506010206,2025-01-06,13,0,0,,0,0,
202506010206,2025-01-06,14,0,0,,0,0,
202506010206,2025-01-06,15,0,0,,0,0,
202506010206,2025-01-06,16,1,4890,9.0,1,850,10.0
202506010206,2025-01-06,17,0,0,,0,0,
202506010206,2025-01-06,18,0,0,,0,0,
202506010207,2025-01-06,1,0,0,,1,230,4.0
202506010207,2025-01-06,2,0,0,,0,0,
202506010207,2025-01-06,3,0,0,,0,0,
202506010207,2025-01-06,4,0,0,,0,0,
202506010207,2025-01-06,5,0,0,,0,0,
202506010207,2025-01-06,6,0,0,,0,0,
202506010207,2025-01-06,7,1,3650,7.0,1,470,8.0
202506010207,2025-01-06,8,0,0,,0,0,
202506010207,2025-01-06,9,0,0,,0,0,
202506010207,2025-01-06,10,0,0,,0,0,
202506010207,2025-01-06,11,0,0,,1,110,1.0
202506010207,2025-01-06,12,0,0,,0,0,
202506010208,2025-01-06,1,0,0,,0,0,
202506010208,2025-01-06,2,0,0,,0,0,
202506010208,2025-01-06,3,0,0,,0,0,
202506010208,2025-01-06,4,0,0,,0,0,
202506010208,2025-01-06,5,0,0,,0,0,
202506010208,2025-01-06,6,1,1160,5.0,1,230,6.0
202506010208,2025-01-06,7,0,0,,0,0,
202506010208,2025-01-06,8,0,0,,0,0,
202506010208,2025-01-06,9,0,0,,0,0,
202506010208,2025-01-06,10,0,0,,0,0,
202506010208,2025-01-06,11,0,0,,1,180,3.0
202506010208,2025-01-06,12,0,0,,1,120,1.0
202506010208,2025-01-06,13,0,0,,0,0,
202506010208,2025-01-06,14,0,0,,0,0,
202506010209,2025-01-06,1,0,0,,0,0,
202506010209,2025-01-06,2,0,0,,0,0,
202506010209,2025-01-06,3,0,0,,0,0,
202506010209,2025-01-06,4,0,0,,0,0,
202506010209,2025-01-06,5,0,0,,0,0,
202506010209,2025-01-06,6,0,0,,0,0,
202506010209,2025-01-06,7,0,0,,0,0,
202506010209,2025-01-06,8,0,0,,0,0,
202506010209,2025-01-06,9,0,0,,0,0,
202506010209,2025-01-06,10,0,0,,1,230,5.0
202506010209,2025-01-06,11,0,0,,0,0,
202506010209,2025-01-06,12,0,0,,0,0,
202506010209,2025-01-06,13,0,0,,0,0,
202506010209,2025-01-06,14,0,0,,1,110,1.0
202506010209,2025-01-06,15,0,0,,0,0,
202506010209,2025-01-06,16,1,760,3.0,1,230,4.0
202506010210,2025-01-06,1,0,0,,0,0,
202506010210,2025-01-06,2,0,0,,0,0,
202506010210,2025-01-06,3,0,0,,0,0,
202506010210,2025-01-06,4,0,0,,1,180,3.0
202506010210,2025-01-06,5,0,0,,1,230,5.0
202506010210,2025-01-06,6,0,0,,0,0,
202506010210,2025-01-06,7,0,0,,0,0,
202506010210,2025-01-06,8,0,0,,0,0,
202506010210,2025-01-06,9,1,410,2.0,1,170,2.0
202506010210,2025-01-06,10,0,0,,0,0,
202506010210,2025-01-06,11,0,0,,0,0,
202506010210,2025-01-06,12,0,0,,0,0,
202506010210,2025-01-06,13,0,0,,0,0,
202506010210,2025-01-06,14,0,0,,0,0,
202506010210,2025-01-06,15,0,0,,0,0,
202506010211,2025-01-06,1,0,0,,0,0,
202506010211,2025-01-06,2,0,0,,0,0,
202506010211,2025-01-06,3,0,0,,0,0,
202506010211,2025-01-06,4,0,0,,0,0,
202506010211,2025-01-06,5,0,0,,0,0,
202506010211,2025-01-06,6,0,0,,0,0,
202506010211,2025-01-06,7,0,0,,1,370,8.0
202506010211,2025-01-06,8,0,0,,0,0,
202506010211,2025-01-06,9,0,0,,0,0,
202506010211,2025-01-06,10,0,0,,1,250,3.0
202506010211,2025-01-06,11,0,0,,0,0,
202506010211,2025-01-06,12,1,250,1.0,1,140,1.0
202506010211,2025-01-06,13,0,0,,0,0,
202506010211,2025-01-06,14,0,0,,0,0,
202506010211,2025-01-06,15,0,0,,0,0,
202506010211,2025-01-06,16,0,0,,0,0,
202506010212,2025-01-06,1,0,0,,0,0,
202506010212,2025-01-06,2,0,0,,0,0,
202506010212,2025-01-06,3,0,0,,0,0,
202506010212,2025-01-06,4,0,0,,0,0,
202506010212,2025-01-06,5,0,0,,0,0,
202506010212,2025-01-06,6,0,0,,1,770,10.0
202506010212,2025-01-06,7,0,0,,0,0,
202506010212,2025-01-06,8,0,0,,0,0,
202506010212,2025-01-06,9,0,0,,0,0,
202506010212,2025-01-06,10,0,0,,0,0,
202506010212,2025-01-06,11,0,0,,0,0,
202506010212,2025-01-06,12,0,0,,0,0,
